1, none, biomesoplenty:origin_valley, MONSTER, alexsmobs:centipede_head,10,1,1
2572, desert, atmospheric:petrified_dunes, AMBIENT, minecraft:bat,10,8,8
2573, swamp, biomesoplenty:deep_bayou, MONSTER, alexsmobs:centipede_head,10,1,1
2574, swamp, biomesoplenty:deep_bayou, MONSTER, lurkermod:lurker,35,1,1
2575, swamp, biomesoplenty:deep_bayou, MONSTER, minecraft:creeper,50,4,4
2576, swamp, biomesoplenty:deep_bayou, MONSTER, minecraft:enderman,10,1,4
2577, swamp, biomesoplenty:deep_bayou, MONSTER, minecraft:skeleton,50,4,4
2578, swamp, biomesoplenty:deep_bayou, MONSTER, minecraft:slime,50,4,4
2579, swamp, biomesoplenty:deep_bayou, MONSTER, minecraft:slime,10,1,1
2580, swamp, biomesoplenty:deep_bayou, MONSTER, minecraft:spider,50,4,4
2581, swamp, biomesoplenty:deep_bayou, MONSTER, minecraft:witch,10,1,1
2582, swamp, biomesoplenty:deep_bayou, MONSTER, minecraft:zombie,50,4,4
2583, swamp, biomesoplenty:deep_bayou, MONSTER, minecraft:zombie_villager,10,1,1
2584, swamp, biomesoplenty:deep_bayou, MONSTER, outvoted:hunger,10,1,1
2585, swamp, biomesoplenty:deep_bayou, MONSTER, quark:stoneling,50,1,1
2586, swamp, biomesoplenty:deep_bayou, MONSTER, quark:toretoise,50,1,1
2587, swamp, biomesoplenty:deep_bayou, CREATURE, alexsmobs:alligator_snapping_turtle,20,1,2
2588, swamp, biomesoplenty:deep_bayou, CREATURE, alexsmobs:crocodile,40,1,2
2589, swamp, biomesoplenty:deep_bayou, CREATURE, alexsmobs:fly,10,2,3
2590, swamp, biomesoplenty:deep_bayou, CREATURE, alexsmobs:shoebill,10,1,2
2591, swamp, biomesoplenty:deep_bayou, CREATURE, quark:frog,40,1,3
2592, swamp, biomesoplenty:deep_bayou, CREATURE, cnb:lilytad,35,1,3
2593, swamp, biomesoplenty:deep_bayou, AMBIENT, alexsmobs:cockroach,10,5,5
2594, swamp, biomesoplenty:deep_bayou, AMBIENT, minecraft:bat,10,8,8
2595, swamp, biomesoplenty:deep_bayou, AMBIENT, supplementaries:firefly,10,5,9
2596, swamp, biomesoplenty:deep_bayou, WATER_CREATURE, minecraft:squid,10,1,2
2597, swamp, biomesoplenty:deep_bayou, WATER_AMBIENT, minecraft:salmon,10,1,5
2598, swamp, environmental:mushroom_marsh, MONSTER, alexsmobs:centipede_head,10,1,1
2599, swamp, environmental:mushroom_marsh, MONSTER, lurkermod:lurker,35,1,1
2600, swamp, environmental:mushroom_marsh, MONSTER, minecraft:creeper,50,4,4
2601, swamp, environmental:mushroom_marsh, MONSTER, minecraft:enderman,10,1,4
2602, swamp, environmental:mushroom_marsh, MONSTER, minecraft:skeleton,50,4,4
2603, swamp, environmental:mushroom_marsh, MONSTER, minecraft:slime,50,4,4
2604, swamp, environmental:mushroom_marsh, MONSTER, minecraft:spider,50,4,4
2605, swamp, environmental:mushroom_marsh, MONSTER, minecraft:witch,10,1,1
2606, swamp, environmental:mushroom_marsh, MONSTER, minecraft:zombie,50,4,4
2607, swamp, environmental:mushroom_marsh, MONSTER, minecraft:zombie_villager,10,1,1
2608, swamp, environmental:mushroom_marsh, MONSTER, outvoted:hunger,10,1,1
2609, swamp, environmental:mushroom_marsh, MONSTER, quark:stoneling,50,1,1
2610, swamp, environmental:mushroom_marsh, MONSTER, quark:toretoise,50,1,1
2611, swamp, environmental:mushroom_marsh, CREATURE, alexsmobs:alligator_snapping_turtle,20,1,2
2612, swamp, environmental:mushroom_marsh, CREATURE, alexsmobs:crocodile,40,1,2
2613, swamp, environmental:mushroom_marsh, CREATURE, alexsmobs:crow,10,3,5
2614, swamp, environmental:mushroom_marsh, CREATURE, alexsmobs:fly,10,2,3
2615, swamp, environmental:mushroom_marsh, CREATURE, alexsmobs:raccoon,10,2,4
2616, swamp, environmental:mushroom_marsh, CREATURE, alexsmobs:shoebill,10,1,2
2617, swamp, environmental:mushroom_marsh, CREATURE, quark:frog,40,1,3
2618, swamp, environmental:mushroom_marsh, CREATURE, cnb:friendly_sproreling,40,1,1
2619, swamp, environmental:mushroom_marsh, CREATURE, cnb:lilytad,35,1,3
2620, swamp, environmental:mushroom_marsh, AMBIENT, alexsmobs:cockroach,10,5,5
2621, swamp, environmental:mushroom_marsh, AMBIENT, minecraft:bat,10,8,8
2622, swamp, environmental:mushroom_marsh, WATER_CREATURE, minecraft:squid,10,1,2
2623, swamp, environmental:mushroom_marsh, WATER_AMBIENT, minecraft:salmon,10,1,5
2624, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, alexsmobs:centipede_head,10,1,1
2625, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, lurkermod:lurker,35,1,1
2626, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, minecraft:creeper,50,4,4
2627, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, minecraft:enderman,10,1,4
2628, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, minecraft:skeleton,50,4,4
2629, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, minecraft:slime,50,4,4
2630, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, minecraft:spider,50,4,4
2631, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, minecraft:witch,10,1,1
2632, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, minecraft:zombie,50,4,4
2633, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, minecraft:zombie_villager,10,1,1
2634, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, quark:stoneling,50,1,1
2635, forest, biomesoplenty:bamboo_blossom_grove, MONSTER, quark:toretoise,50,1,1
2636, forest, biomesoplenty:bamboo_blossom_grove, CREATURE, alexsmobs:crow,10,3,5
2637, forest, biomesoplenty:bamboo_blossom_grove, CREATURE, alexsmobs:fly,10,2,3
2638, forest, biomesoplenty:bamboo_blossom_grove, CREATURE, alexsmobs:grizzly_bear,10,2,3
2639, forest, biomesoplenty:bamboo_blossom_grove, CREATURE, alexsmobs:raccoon,10,2,4
2640, forest, biomesoplenty:bamboo_blossom_grove, CREATURE, minecraft:chicken,10,4,4
2641, forest, biomesoplenty:bamboo_blossom_grove, CREATURE, minecraft:panda,50,1,2
2642, forest, biomesoplenty:bamboo_blossom_grove, CREATURE, minecraft:pig,10,4,4
2643, forest, biomesoplenty:bamboo_blossom_grove, AMBIENT, alexsmobs:cockroach,10,5,5
2644, forest, biomesoplenty:bamboo_blossom_grove, AMBIENT, minecraft:bat,10,8,8
2645, taiga, minecraft:snowy_taiga_mountains, MONSTER, alexsmobs:centipede_head,10,1,1
2646, taiga, minecraft:snowy_taiga_mountains, MONSTER, lurkermod:lurker,35,1,1
2647, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:creeper,50,4,4
2648, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:enderman,10,1,4
2649, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:skeleton,50,4,4
2650, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:slime,50,4,4
2651, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:spider,50,4,4
2652, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:witch,10,1,1
2653, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:zombie,50,4,4
2654, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:zombie_villager,10,1,1
2655, taiga, minecraft:snowy_taiga_mountains, MONSTER, quark:stoneling,50,1,1
2656, taiga, minecraft:snowy_taiga_mountains, MONSTER, quark:toretoise,50,1,1
2657, taiga, minecraft:snowy_taiga_mountains, MONSTER, cnb:yeti,1,1,1
2658, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:crow,10,3,5
2659, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:fly,10,2,3
2660, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:grizzly_bear,10,2,3
2661, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:moose,15,3,4
2662, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:raccoon,10,2,4
2663, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:snow_leopard,20,1,2
2664, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:sunbird,10,1,1
2665, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:fox,10,2,4
2666, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:rabbit,10,2,3
2667, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:wolf,10,4,4
2668, taiga, minecraft:snowy_taiga_mountains, AMBIENT, alexsmobs:cockroach,10,5,5
2669, taiga, minecraft:snowy_taiga_mountains, AMBIENT, minecraft:bat,10,8,8
2670, the_end, betterendforge:foggy_mushroomland, MONSTER, lurkermod:lurker,10,1,1
2671, the_end, betterendforge:foggy_mushroomland, MONSTER, minecraft:enderman,10,1,2
2672, the_end, betterendforge:foggy_mushroomland, MONSTER, outer_end:purpur_golem,10,1,1
2673, forest, biomesoplenty:jade_cliffs, MONSTER, alexsmobs:centipede_head,10,1,1
2674, forest, biomesoplenty:jade_cliffs, MONSTER, lurkermod:lurker,35,1,1
2675, forest, biomesoplenty:jade_cliffs, MONSTER, minecraft:creeper,50,4,4
2676, forest, biomesoplenty:jade_cliffs, MONSTER, minecraft:enderman,10,1,4
2677, forest, biomesoplenty:jade_cliffs, MONSTER, minecraft:skeleton,50,4,4
2678, forest, biomesoplenty:jade_cliffs, MONSTER, minecraft:slime,50,4,4
2679, forest, biomesoplenty:jade_cliffs, MONSTER, minecraft:spider,50,4,4
2680, forest, biomesoplenty:jade_cliffs, MONSTER, minecraft:witch,10,1,1
2681, forest, biomesoplenty:jade_cliffs, MONSTER, minecraft:zombie,50,4,4
2682, forest, biomesoplenty:jade_cliffs, MONSTER, minecraft:zombie_villager,10,1,1
2683, forest, biomesoplenty:jade_cliffs, MONSTER, quark:stoneling,50,1,1
2684, forest, biomesoplenty:jade_cliffs, MONSTER, quark:toretoise,50,1,1
2685, forest, biomesoplenty:jade_cliffs, CREATURE, alexsmobs:crow,10,3,5
2686, forest, biomesoplenty:jade_cliffs, CREATURE, alexsmobs:fly,10,2,3
2687, forest, biomesoplenty:jade_cliffs, CREATURE, alexsmobs:grizzly_bear,10,2,3
2688, forest, biomesoplenty:jade_cliffs, CREATURE, alexsmobs:raccoon,10,2,4
2689, forest, biomesoplenty:jade_cliffs, CREATURE, alexsmobs:sunbird,10,1,1
2690, forest, biomesoplenty:jade_cliffs, AMBIENT, alexsmobs:cockroach,10,5,5
2691, forest, biomesoplenty:jade_cliffs, AMBIENT, minecraft:bat,10,8,8
2692, desert, biomesoplenty:wooded_wasteland, MONSTER, alexsmobs:centipede_head,10,1,1
2693, desert, biomesoplenty:wooded_wasteland, MONSTER, alexsmobs:guster,35,1,2
2694, desert, biomesoplenty:wooded_wasteland, MONSTER, lurkermod:lurker,35,1,1
2695, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:enderman,10,1,4
2696, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:husk,50,4,4
2697, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:skeleton,50,4,4
2698, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:slime,50,4,4
2699, desert, biomesoplenty:wooded_wasteland, MONSTER, outvoted:hunger,10,1,1
2700, desert, biomesoplenty:wooded_wasteland, MONSTER, quark:stoneling,50,1,1
2701, desert, biomesoplenty:wooded_wasteland, MONSTER, quark:toretoise,50,1,1
2702, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:elephant,30,3,5
2703, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:fly,10,2,3
2704, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:gazelle,40,7,7
2705, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:rattlesnake,12,1,2
2706, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:roadrunner,15,2,2
2707, desert, biomesoplenty:wooded_wasteland, CREATURE, cnb:lizard,50,1,1
2708, desert, biomesoplenty:wooded_wasteland, AMBIENT, alexsmobs:cockroach,10,5,5
2709, forest, biomesoplenty:silkglade_nest, MONSTER, alexsmobs:centipede_head,10,1,1
2710, forest, biomesoplenty:silkglade_nest, MONSTER, lurkermod:lurker,35,1,1
2711, forest, biomesoplenty:silkglade_nest, MONSTER, minecraft:cave_spider,35,4,4
2712, forest, biomesoplenty:silkglade_nest, MONSTER, minecraft:slime,50,4,4
2713, forest, biomesoplenty:silkglade_nest, MONSTER, minecraft:spider,50,4,4
2714, forest, biomesoplenty:silkglade_nest, MONSTER, quark:stoneling,50,1,1
2715, forest, biomesoplenty:silkglade_nest, MONSTER, quark:toretoise,50,1,1
2716, forest, biomesoplenty:silkglade_nest, CREATURE, alexsmobs:crow,10,3,5
2717, forest, biomesoplenty:silkglade_nest, CREATURE, alexsmobs:fly,10,2,3
2718, forest, biomesoplenty:silkglade_nest, CREATURE, alexsmobs:grizzly_bear,10,2,3
2719, forest, biomesoplenty:silkglade_nest, CREATURE, alexsmobs:raccoon,10,2,4
2720, forest, biomesoplenty:silkglade_nest, AMBIENT, alexsmobs:cockroach,10,5,5
2721, forest, biomesoplenty:silkglade_nest, AMBIENT, minecraft:bat,10,8,8
2722, desert, atmospheric:dunes, MONSTER, alexsmobs:centipede_head,10,1,1
2723, desert, atmospheric:dunes, MONSTER, alexsmobs:guster,35,1,2
2724, desert, atmospheric:dunes, MONSTER, lurkermod:lurker,35,1,1
2725, desert, atmospheric:dunes, MONSTER, minecraft:creeper,50,4,4
2726, desert, atmospheric:dunes, MONSTER, minecraft:enderman,10,1,4
2727, desert, atmospheric:dunes, MONSTER, minecraft:husk,50,4,4
2728, desert, atmospheric:dunes, MONSTER, minecraft:skeleton,50,4,4
2729, desert, atmospheric:dunes, MONSTER, minecraft:slime,50,4,4
2730, desert, atmospheric:dunes, MONSTER, minecraft:spider,50,4,4
2731, desert, atmospheric:dunes, MONSTER, minecraft:witch,10,1,1
2732, desert, atmospheric:dunes, MONSTER, minecraft:zombie,19,4,4
2733, desert, atmospheric:dunes, MONSTER, minecraft:zombie_villager,10,1,1
2734, desert, atmospheric:dunes, MONSTER, outvoted:hunger,10,1,1
2735, desert, atmospheric:dunes, MONSTER, quark:stoneling,50,1,1
2736, desert, atmospheric:dunes, MONSTER, quark:toretoise,50,1,1
2737, desert, atmospheric:dunes, CREATURE, alexsmobs:fly,10,2,3
2738, desert, atmospheric:dunes, CREATURE, alexsmobs:rattlesnake,15,1,2
2739, desert, atmospheric:dunes, CREATURE, alexsmobs:roadrunner,15,2,2
2740, desert, atmospheric:dunes, CREATURE, minecraft:rabbit,10,2,3
2741, desert, atmospheric:dunes, CREATURE, cnb:lizard,50,1,1
2742, desert, atmospheric:dunes, AMBIENT, alexsmobs:cockroach,10,5,5
2743, desert, atmospheric:dunes, AMBIENT, minecraft:bat,10,8,8
2744, taiga, biomesoplenty:dead_forest, MONSTER, alexsmobs:centipede_head,10,1,1
2745, taiga, biomesoplenty:dead_forest, MONSTER, lurkermod:lurker,35,1,1
2746, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:creeper,50,4,4
2747, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:enderman,10,1,4
2748, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:skeleton,50,4,4
2749, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:slime,50,4,4
2750, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:spider,50,4,4
2751, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:witch,10,1,1
2752, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:zombie,50,4,4
2753, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:zombie_villager,10,1,1
2754, taiga, biomesoplenty:dead_forest, MONSTER, quark:stoneling,50,1,1
2755, taiga, biomesoplenty:dead_forest, MONSTER, quark:toretoise,50,1,1
2756, taiga, biomesoplenty:dead_forest, CREATURE, alexsmobs:crow,10,3,5
2757, taiga, biomesoplenty:dead_forest, CREATURE, alexsmobs:fly,10,2,3
2758, taiga, biomesoplenty:dead_forest, CREATURE, alexsmobs:grizzly_bear,10,2,3
2759, taiga, biomesoplenty:dead_forest, CREATURE, alexsmobs:raccoon,10,2,4
2760, taiga, biomesoplenty:dead_forest, AMBIENT, alexsmobs:cockroach,10,5,5
2761, taiga, biomesoplenty:dead_forest, AMBIENT, minecraft:bat,10,8,8
2762, icy, biomesoplenty:alps_foothills, MONSTER, alexsmobs:centipede_head,10,1,1
2763, icy, biomesoplenty:alps_foothills, MONSTER, lurkermod:lurker,35,1,1
2764, icy, biomesoplenty:alps_foothills, MONSTER, minecraft:creeper,50,4,4
2765, icy, biomesoplenty:alps_foothills, MONSTER, minecraft:enderman,10,1,4
2766, icy, biomesoplenty:alps_foothills, MONSTER, minecraft:skeleton,50,4,4
2767, icy, biomesoplenty:alps_foothills, MONSTER, minecraft:slime,50,4,4
2768, icy, biomesoplenty:alps_foothills, MONSTER, minecraft:spider,50,4,4
2769, icy, biomesoplenty:alps_foothills, MONSTER, minecraft:stray,50,4,4
2770, icy, biomesoplenty:alps_foothills, MONSTER, minecraft:witch,10,1,1
2771, icy, biomesoplenty:alps_foothills, MONSTER, minecraft:zombie,50,4,4
2772, icy, biomesoplenty:alps_foothills, MONSTER, minecraft:zombie_villager,10,1,1
2773, icy, biomesoplenty:alps_foothills, MONSTER, quark:stoneling,50,1,1
2774, icy, biomesoplenty:alps_foothills, MONSTER, quark:toretoise,50,1,1
2775, icy, biomesoplenty:alps_foothills, MONSTER, savageandravage:iceologer,10,1,1
2776, icy, biomesoplenty:alps_foothills, CREATURE, alexsmobs:crow,10,3,5
2777, icy, biomesoplenty:alps_foothills, CREATURE, alexsmobs:fly,10,2,3
2778, icy, biomesoplenty:alps_foothills, CREATURE, alexsmobs:grizzly_bear,10,2,3
2779, icy, biomesoplenty:alps_foothills, CREATURE, alexsmobs:moose,15,3,4
2780, icy, biomesoplenty:alps_foothills, CREATURE, alexsmobs:raccoon,10,2,4
2781, icy, biomesoplenty:alps_foothills, CREATURE, alexsmobs:snow_leopard,20,1,2
2782, icy, biomesoplenty:alps_foothills, CREATURE, alexsmobs:sunbird,10,1,1
2783, icy, biomesoplenty:alps_foothills, CREATURE, minecraft:llama,10,4,6
2784, icy, biomesoplenty:alps_foothills, AMBIENT, alexsmobs:cockroach,10,5,5
2785, icy, biomesoplenty:alps_foothills, AMBIENT, minecraft:bat,10,8,8
2786, taiga, minecraft:taiga_hills, MONSTER, alexsmobs:centipede_head,10,1,1
2787, taiga, minecraft:taiga_hills, MONSTER, lurkermod:lurker,35,1,1
2788, taiga, minecraft:taiga_hills, MONSTER, minecraft:creeper,50,4,4
2789, taiga, minecraft:taiga_hills, MONSTER, minecraft:enderman,10,1,4
2790, taiga, minecraft:taiga_hills, MONSTER, minecraft:skeleton,50,4,4
2791, taiga, minecraft:taiga_hills, MONSTER, minecraft:slime,50,4,4
2792, taiga, minecraft:taiga_hills, MONSTER, minecraft:spider,50,4,4
2793, taiga, minecraft:taiga_hills, MONSTER, minecraft:witch,10,1,1
2794, taiga, minecraft:taiga_hills, MONSTER, minecraft:zombie,50,4,4
2795, taiga, minecraft:taiga_hills, MONSTER, minecraft:zombie_villager,10,1,1
2796, taiga, minecraft:taiga_hills, MONSTER, quark:stoneling,50,1,1
2797, taiga, minecraft:taiga_hills, MONSTER, quark:toretoise,50,1,1
2798, taiga, minecraft:taiga_hills, CREATURE, alexsmobs:crow,10,3,5
2799, taiga, minecraft:taiga_hills, CREATURE, alexsmobs:fly,10,2,3
2800, taiga, minecraft:taiga_hills, CREATURE, alexsmobs:grizzly_bear,10,2,3
2801, taiga, minecraft:taiga_hills, CREATURE, alexsmobs:raccoon,10,2,4
2802, taiga, minecraft:taiga_hills, CREATURE, minecraft:fox,10,2,4
2803, taiga, minecraft:taiga_hills, CREATURE, minecraft:rabbit,10,2,3
2804, taiga, minecraft:taiga_hills, CREATURE, minecraft:wolf,10,4,4
2805, taiga, minecraft:taiga_hills, AMBIENT, alexsmobs:cockroach,10,5,5
2806, taiga, minecraft:taiga_hills, AMBIENT, minecraft:bat,10,8,8
2807, beach, biomesoplenty:gravel_beach, MONSTER, alexsmobs:centipede_head,10,1,1
2808, beach, biomesoplenty:gravel_beach, MONSTER, lurkermod:lurker,35,1,1
2809, beach, biomesoplenty:gravel_beach, MONSTER, minecraft:creeper,50,4,4
2810, beach, biomesoplenty:gravel_beach, MONSTER, minecraft:enderman,10,1,4
2811, beach, biomesoplenty:gravel_beach, MONSTER, minecraft:skeleton,50,4,4
2812, beach, biomesoplenty:gravel_beach, MONSTER, minecraft:slime,50,4,4
2813, beach, biomesoplenty:gravel_beach, MONSTER, minecraft:spider,50,4,4
2814, beach, biomesoplenty:gravel_beach, MONSTER, minecraft:witch,10,1,1
2815, beach, biomesoplenty:gravel_beach, MONSTER, minecraft:zombie,50,4,4
2816, beach, biomesoplenty:gravel_beach, MONSTER, minecraft:zombie_villager,10,1,1
2817, beach, biomesoplenty:gravel_beach, MONSTER, quark:stoneling,50,1,1
2818, beach, biomesoplenty:gravel_beach, MONSTER, quark:toretoise,50,1,1
2819, beach, biomesoplenty:gravel_beach, CREATURE, alexsmobs:fly,10,2,3
2820, beach, biomesoplenty:gravel_beach, CREATURE, alexsmobs:seal,30,3,8
2821, beach, biomesoplenty:gravel_beach, CREATURE, quark:crab,10,1,3
2822, beach, biomesoplenty:gravel_beach, AMBIENT, alexsmobs:cockroach,10,5,5
2823, beach, biomesoplenty:gravel_beach, AMBIENT, minecraft:bat,10,8,8
2824, beach, biomesoplenty:gravel_beach, WATER_AMBIENT, alexsmobs:lobster,10,3,5
2825, nether, biomesoplenty:withered_abyss, MONSTER, alexsmobs:bone_serpent,10,1,1
2826, nether, biomesoplenty:withered_abyss, MONSTER, lurkermod:lurker,30,1,1
2827, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:enderman,10,4,4
2828, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:ghast,10,4,4
2829, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:wither_skeleton,10,1,1
2830, nether, biomesoplenty:withered_abyss, MONSTER, cnb:cindershell,10,1,1
2831, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:zombified_piglin,10,1,4
2832, plains, biomesoplenty:jade_grassland, MONSTER, alexsmobs:centipede_head,10,1,1
2833, plains, biomesoplenty:jade_grassland, MONSTER, lurkermod:lurker,35,1,1
2834, plains, biomesoplenty:jade_grassland, MONSTER, minecraft:creeper,50,4,4
2835, plains, biomesoplenty:jade_grassland, MONSTER, minecraft:enderman,10,1,4
2836, plains, biomesoplenty:jade_grassland, MONSTER, minecraft:skeleton,50,4,4
2837, plains, biomesoplenty:jade_grassland, MONSTER, minecraft:slime,50,4,4
2838, plains, biomesoplenty:jade_grassland, MONSTER, minecraft:spider,50,4,4
2839, plains, biomesoplenty:jade_grassland, MONSTER, minecraft:witch,10,1,1
2840, plains, biomesoplenty:jade_grassland, MONSTER, minecraft:zombie,50,4,4
2841, plains, biomesoplenty:jade_grassland, MONSTER, minecraft:zombie_villager,10,1,1
2842, plains, biomesoplenty:jade_grassland, MONSTER, quark:stoneling,50,1,1
2843, plains, biomesoplenty:jade_grassland, MONSTER, quark:toretoise,50,1,1
2844, plains, biomesoplenty:jade_grassland, CREATURE, alexsmobs:crow,10,3,5
2845, plains, biomesoplenty:jade_grassland, CREATURE, alexsmobs:fly,10,2,3
2846, plains, biomesoplenty:jade_grassland, CREATURE, alexsmobs:raccoon,10,2,4
2847, plains, biomesoplenty:jade_grassland, CREATURE, minecraft:cow,10,4,4
2848, plains, biomesoplenty:jade_grassland, CREATURE, minecraft:sheep,12,4,4
2849, plains, biomesoplenty:jade_grassland, AMBIENT, alexsmobs:cockroach,10,5,5
2850, plains, biomesoplenty:jade_grassland, AMBIENT, minecraft:bat,10,8,8
2851, swamp, environmental:marsh, MONSTER, alexsmobs:centipede_head,10,1,1
2852, swamp, environmental:marsh, MONSTER, lurkermod:lurker,35,1,1
2853, swamp, environmental:marsh, MONSTER, minecraft:creeper,50,4,4
2854, swamp, environmental:marsh, MONSTER, minecraft:enderman,10,1,4
2855, swamp, environmental:marsh, MONSTER, minecraft:skeleton,50,4,4
2856, swamp, environmental:marsh, MONSTER, minecraft:slime,50,4,4
2857, swamp, environmental:marsh, MONSTER, minecraft:spider,50,4,4
2858, swamp, environmental:marsh, MONSTER, minecraft:witch,10,1,1
2859, swamp, environmental:marsh, MONSTER, minecraft:zombie,50,4,4
2860, swamp, environmental:marsh, MONSTER, minecraft:zombie_villager,10,1,1
2861, swamp, environmental:marsh, MONSTER, outvoted:hunger,10,1,1
2862, swamp, environmental:marsh, MONSTER, quark:stoneling,50,1,1
2863, swamp, environmental:marsh, MONSTER, quark:toretoise,50,1,1
2864, swamp, environmental:marsh, CREATURE, alexsmobs:alligator_snapping_turtle,20,1,2
2865, swamp, environmental:marsh, CREATURE, alexsmobs:crocodile,40,1,2
2866, swamp, environmental:marsh, CREATURE, alexsmobs:crow,10,3,5
2867, swamp, environmental:marsh, CREATURE, alexsmobs:fly,10,2,3
2868, swamp, environmental:marsh, CREATURE, alexsmobs:raccoon,10,2,4
2869, swamp, environmental:marsh, CREATURE, alexsmobs:shoebill,10,1,2
2870, swamp, environmental:marsh, CREATURE, quark:frog,40,1,3
2871, swamp, environmental:marsh, CREATURE, cnb:lilytad,35,1,3
2872, swamp, environmental:marsh, AMBIENT, alexsmobs:cockroach,10,5,5
2873, swamp, environmental:marsh, AMBIENT, minecraft:bat,10,8,8
2874, swamp, environmental:marsh, WATER_CREATURE, minecraft:squid,10,1,2
2875, swamp, environmental:marsh, WATER_AMBIENT, minecraft:salmon,10,1,5
2876, forest, autumnity:yellow_spotted_forest, MONSTER, alexsmobs:centipede_head,10,1,1
2877, forest, autumnity:yellow_spotted_forest, MONSTER, lurkermod:lurker,35,1,1
2878, forest, autumnity:yellow_spotted_forest, MONSTER, minecraft:creeper,50,4,4
2879, forest, autumnity:yellow_spotted_forest, MONSTER, minecraft:enderman,10,1,4
2880, forest, autumnity:yellow_spotted_forest, MONSTER, minecraft:skeleton,50,4,4
2881, forest, autumnity:yellow_spotted_forest, MONSTER, minecraft:slime,50,4,4
2882, forest, autumnity:yellow_spotted_forest, MONSTER, minecraft:spider,50,4,4
2883, forest, autumnity:yellow_spotted_forest, MONSTER, minecraft:witch,10,1,1
2884, forest, autumnity:yellow_spotted_forest, MONSTER, minecraft:zombie,50,4,4
2885, forest, autumnity:yellow_spotted_forest, MONSTER, minecraft:zombie_villager,10,1,1
2886, forest, autumnity:yellow_spotted_forest, MONSTER, quark:stoneling,50,1,1
2887, forest, autumnity:yellow_spotted_forest, MONSTER, quark:toretoise,50,1,1
2888, forest, autumnity:yellow_spotted_forest, CREATURE, alexsmobs:crow,10,3,5
2889, forest, autumnity:yellow_spotted_forest, CREATURE, alexsmobs:fly,10,2,3
2890, forest, autumnity:yellow_spotted_forest, CREATURE, alexsmobs:grizzly_bear,10,2,3
2891, forest, autumnity:yellow_spotted_forest, CREATURE, alexsmobs:raccoon,10,2,4
2892, forest, autumnity:yellow_spotted_forest, CREATURE, minecraft:chicken,10,4,4
2893, forest, autumnity:yellow_spotted_forest, CREATURE, minecraft:cow,10,4,4
2894, forest, autumnity:yellow_spotted_forest, CREATURE, minecraft:pig,10,4,4
2895, forest, autumnity:yellow_spotted_forest, CREATURE, minecraft:sheep,12,4,4
